"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000083482",100502580,"Gm14706",255
"ENSMUSG00000082517",436208,"Gm5757",528
"ENSMUSG00000081622",546331,"Gm5937",643
"ENSMUSG00000025246",21372,"Tbl1x",7052
"ENSMUSG00000087152",628893,"Cldn34-ps",600
"ENSMUSG00000035725",19108,"Prkx",5807
"ENSMUSG00000000003",54192,"Pbsn",902
"ENSMUSG00000079522",628923,"Gm14744",800
"ENSMUSG00000044121",71351,"5430402E10Rik",798
"ENSMUSG00000082635",100042001,"Gm14750",516
"ENSMUSG00000080890",628976,"Gm16458",502
"ENSMUSG00000067684",18249,"Obp1a",757
"ENSMUSG00000079521",546335,"Gm5938",1131
"ENSMUSG00000067679",628991,"Obp1b",797
"ENSMUSG00000079519",236874,"Gm14743",759
"ENSMUSG00000035651",74910,"4930480E11Rik",1486
"ENSMUSG00000082865",100417821,"Gm14745",1096
"ENSMUSG00000047996",546336,"Prrg1",11614
"ENSMUSG00000082664",667684,"Gm8761",955
"ENSMUSG00000085610",100415993,"Gm14747",984
"ENSMUSG00000078315",70864,"Fam47c",1639
"ENSMUSG00000082912",667700,"Gm8770",1109
"ENSMUSG00000083258",546337,"Gm5939",2874
"ENSMUSG00000073077",636104,"Cfap47",2832
"ENSMUSG00000046942",71967,"Mageb16",1946
"ENSMUSG00000082372",211702,"Gm4772",843
"ENSMUSG00000080847",211705,"Gm4773",702
"ENSMUSG00000081221",654474,"Gm14760",999
"ENSMUSG00000025666",192216,"Tmem47",4025
"ENSMUSG00000060673",245492,"4930595M18Rik",2644
"ENSMUSG00000082319",667799,"Actr3-ps",2347
"ENSMUSG00000064781",115489177,"Gm22686",100
"ENSMUSG00000064740",115486085,"Gm24706",137
"ENSMUSG00000077674",115486094,"Gm24470",132
"ENSMUSG00000045103",13405,"Dmd",23801
"ENSMUSG00000035522",100502723,"Tsga8",1070
"ENSMUSG00000065661",115489271,"Gm22580",107
"ENSMUSG00000081583",102638226,"Gm14769",432
"ENSMUSG00000035491",71996,"Fthl17a",835
"ENSMUSG00000035476",66724,"Tab3",6639
"ENSMUSG00000025059",14933,"Gk",7743
"ENSMUSG00000081212",102637469,"Gm6964",437
"ENSMUSG00000025058",71398,"Tasl",3754
"ENSMUSG00000035454",73495,"Samt3",1048
"ENSMUSG00000025056",11614,"Nr0b1",1808
"ENSMUSG00000035427",434903,"Mageb4",2495
"ENSMUSG00000083830",667841,"Gm8839",1645
"ENSMUSG00000082033",236427,"Mageb10-ps",1407
"ENSMUSG00000083977",436212,"Mageb8-ps",1033
"ENSMUSG00000082450",637027,"Mageb7-ps",1041
"ENSMUSG00000052372",331461,"Il1rapl1",9342
"ENSMUSG00000084029",667876,"Gm8855",878
"ENSMUSG00000065747",115489179,"Gm25006",107
"ENSMUSG00000081892",667891,"Gm8864",1010
"ENSMUSG00000086142",245506,"Ppp4r3c-ps",2445
"ENSMUSG00000083640",100534377,"Gm8876",1122
"ENSMUSG00000084559",100499530,"Mir1906-2",80
"ENSMUSG00000081033",100416655,"Gm14797",1480
"ENSMUSG00000035395",18630,"Dcaf8l",4183
"ENSMUSG00000081628",100417053,"Gm14804",508
"ENSMUSG00000079513",245509,"4932429P05Rik",3093
"ENSMUSG00000035387",245511,"4930415L06Rik",2617
"ENSMUSG00000083508",547215,"Gm6027",756
"ENSMUSG00000082479",194615,"Gm4746",2406
"ENSMUSG00000091497",212952,"Mageb11",993
"ENSMUSG00000059972",101055749,"Gm14773",451
"ENSMUSG00000080765",667976,"Gm8908",1024
"ENSMUSG00000073069",17146,"Mageb2",1143
"ENSMUSG00000094861",278167,"Mageb6b1",1035
"ENSMUSG00000096072",667988,"Mageb6b2",1035
"ENSMUSG00000084057",667993,"Gm8916",949
"ENSMUSG00000057805",73487,"1700084M14Rik",559
"ENSMUSG00000081960",108168446,"Mageb17-ps",919
"ENSMUSG00000064129",629542,"Mageb5b",1360
"ENSMUSG00000061392",74271,"Mageb5",1357
"ENSMUSG00000084155",633484,"Gm7113",958
"ENSMUSG00000083994",674396,"Gm16465",1758
"ENSMUSG00000078123",278087,"Gm5071",1035
"ENSMUSG00000062162",17145,"Mageb1",1143
"ENSMUSG00000081743",236892,"Gm4911",945
"ENSMUSG00000083701",236893,"Gm4912",1044
"ENSMUSG00000067649",215641,"Mageb18",2243
"ENSMUSG00000071726",546347,"Gm5941",560
"ENSMUSG00000080737",100534312,"Gm6982",1560
"ENSMUSG00000088663",115489192,"Gm25332",105
"ENSMUSG00000095110",100042663,"1700003E24Rik",577
"ENSMUSG00000077294",115486125,"Gm24123",83
"ENSMUSG00000096153",69357,"BC061195",577
"ENSMUSG00000065266",115489208,"Gm23454",133
"ENSMUSG00000035277",11878,"Arx",4391
"ENSMUSG00000006678",18968,"Pola1",8813
"ENSMUSG00000083207",100302595,"Gm14780",2737
"ENSMUSG00000088445",115489217,"Gm23557",138
"ENSMUSG00000035246",236899,"Pcyt1b",5357
"ENSMUSG00000035232",236900,"Pdk3",2561
"ENSMUSG00000081573",100042041,"Gm15164",271
"ENSMUSG00000081044",385493,"AU015836",3335
"ENSMUSG00000081055",629591,"Gm6987",428
"ENSMUSG00000079509",22764,"Zfx",7755
"ENSMUSG00000035150",26905,"Eif2s3x",3812
"ENSMUSG00000043929",236904,"Klhl15",9741
"ENSMUSG00000099072",102466238,"Mir7673",64
"ENSMUSG00000080923",385495,"Gm5400",943
"ENSMUSG00000082759",670263,"Gm14826",901
"ENSMUSG00000043549",631145,"Fam90a1b",3022
"ENSMUSG00000079508",68316,"Apoo",1255
"ENSMUSG00000084904",100503393,"Gm14827",3089
"ENSMUSG00000084450",115489244,"Gm24595",110
"ENSMUSG00000025151",94275,"Maged1",4351
"ENSMUSG00000071723",14853,"Gspt2",3781
"ENSMUSG00000083438",385500,"Gm5402",1618
"ENSMUSG00000073062",668166,"Zxdb",5619
"ENSMUSG00000082964",631319,"Rpl13-ps5",630
"ENSMUSG00000087522",236914,"Gm371",1245
"ENSMUSG00000071722",270624,"Spin4",4173
"ENSMUSG00000025656",236915,"Arhgef9",8714
"ENSMUSG00000050332",72345,"Amer1",8496
"ENSMUSG00000031204",70392,"Asb12",1258
"ENSMUSG00000035062",245522,"Zc4h2",2257
"ENSMUSG00000035045",547176,"Zc3h12b",8032
"ENSMUSG00000071721",76386,"1700010D01Rik",507
"ENSMUSG00000057421",76130,"Las1l",8143
"ENSMUSG00000031207",17698,"Msn",6327
"ENSMUSG00000088146",115489240,"Gm24718",136
"ENSMUSG00000081742",668221,"Gm9051",1035
"ENSMUSG00000078122",100038363,"F630028O10Rik",3295
"ENSMUSG00000076066",723814,"Mir223",110
"ENSMUSG00000044206",278180,"Vsig4",1484
"ENSMUSG00000045802",245525,"Hsf3",3659
"ENSMUSG00000031209",15203,"Heph",7662
"ENSMUSG00000082035",102632403,"Rpl17-ps8",621
"ENSMUSG00000081182",100417448,"Gm14935",1708
"ENSMUSG00000031210",76206,"Gpr165",4545
"ENSMUSG00000083350",668238,"Gm9060",805
"ENSMUSG00000031212",245526,"Pgr15l",5379
"ENSMUSG00000081135",100418311,"Gm14800",1272
"ENSMUSG00000034457",245527,"Eda2r",5891
"ENSMUSG00000083972",100417822,"Gm14802",1885
"ENSMUSG00000046532",11835,"Ar",9096
"ENSMUSG00000031214",94190,"Ophn1",13100
"ENSMUSG00000088616",115489194,"Gm26000",107
"ENSMUSG00000047694",77929,"Yipf6",7149
"ENSMUSG00000082549",112841585,"Gm14813",395
"ENSMUSG00000031216",236920,"Stard8",5499
"ENSMUSG00000083310",436219,"Gm5760",1002
"ENSMUSG00000031217",13641,"Efnb1",3452
"ENSMUSG00000073051",100038584,"Gm14812",1794
"ENSMUSG00000034403",18744,"Pja1",3324
"ENSMUSG00000082505",108168471,"Gm14816",294
"ENSMUSG00000071719",620592,"Tmem28",3909
"ENSMUSG00000059327",13607,"Eda",6825
"ENSMUSG00000080813",100417958,"Gm14828",1155
"ENSMUSG00000076398",751534,"Mir676",89
"ENSMUSG00000031220",245532,"Awat2",2126
"ENSMUSG00000051582",408193,"Otud6a",873
"ENSMUSG00000031221",18518,"Igbp1",5717
"ENSMUSG00000067597",668257,"Dgat2l6",4741
"ENSMUSG00000015665",245533,"Awat1",1390
"ENSMUSG00000044359",57385,"P2ry4",4434
"ENSMUSG00000060890",170735,"Arr3",2355
"ENSMUSG00000015668",72621,"Pdzd11",2127
"ENSMUSG00000034311",16571,"Kif4",5514
"ENSMUSG00000019359",71584,"Gdpd2",4609
"ENSMUSG00000000881",53310,"Dlg3",5844
"ENSMUSG00000009670",83558,"Tex11",3624
"ENSMUSG00000089205",115489205,"Gm24577",63
"ENSMUSG00000088839",115489204,"Gm27510",64
"ENSMUSG00000031297",11989,"Slc7a3",3784
"ENSMUSG00000046032",55988,"Snx12",2953
"ENSMUSG00000088114",115489206,"Gm24061",120
"ENSMUSG00000077303",115489219,"Gm22472",134
"ENSMUSG00000042903",54601,"Foxo4",3485
"ENSMUSG00000090141",245536,"Gm614",774
"ENSMUSG00000031304",16186,"Il2rg",2387
"ENSMUSG00000079487",59024,"Med12",7704
"ENSMUSG00000031302",245537,"Nlgn3",9271
"ENSMUSG00000047797",14618,"Gjb1",1707
"ENSMUSG00000031310",56364,"Zmym3",8021
"ENSMUSG00000031311",53610,"Nono",4375
"ENSMUSG00000031312",26549,"Itgb1bp2",1799
"ENSMUSG00000081674",620837,"Gm6184",1261
"ENSMUSG00000031314",270627,"Taf1",8428
"ENSMUSG00000034160",108155,"Ogt",8045
"ENSMUSG00000050232",12766,"Cxcr3",1731
"ENSMUSG00000082541",668302,"Gm9095",881
"ENSMUSG00000045010",102634296,"Gm4779",1249
"ENSMUSG00000046774",382231,"8030474K03Rik",2004
"ENSMUSG00000081230",668308,"Gm9097",880
"ENSMUSG00000079481",100042480,"Nhsl2",16952
"ENSMUSG00000087712",115489199,"Gm25828",95
"ENSMUSG00000049191",331474,"Rtl5",4761
"ENSMUSG00000079480",69713,"Pin4",651
"ENSMUSG00000081969",105246639,"Gm16471",618
"ENSMUSG00000051220",236930,"Ercc6l",5302
"ENSMUSG00000031320",20102,"Rps4x",1631
"ENSMUSG00000081263",100043080,"Gm14859",357
"ENSMUSG00000051159",12705,"Cited1",1754
"ENSMUSG00000085568",434825,"Gm14858",2109
"ENSMUSG00000067567",70315,"Hdac8",4839
"ENSMUSG00000034055",18679,"Phka1",6259
"ENSMUSG00000079479",668339,"Gm9112",420
"ENSMUSG00000073027",632708,"Dmrtc1b",1383
"ENSMUSG00000067562",71083,"Dmrtc1c1",1637
"ENSMUSG00000082783",668360,"Gm9126",416
"ENSMUSG00000067561",668357,"Dmrtc1c2",1637
"ENSMUSG00000032894",73300,"1700031F05Rik",1444
"ENSMUSG00000031323",70887,"Dmrtc1a",1388
"ENSMUSG00000079476",75443,"1700011M02Rik",420
"ENSMUSG00000081986",100417706,"Gm14841",758
"ENSMUSG00000081779",100534276,"Gm21998",1308
"ENSMUSG00000086524",245545,"Pabpc1l2a",513
"ENSMUSG00000084341",100042610,"Gm3928",1307
"ENSMUSG00000048949",621205,"Gm6206",2199
"ENSMUSG00000031325",75106,"4930519F16Rik",3067
"ENSMUSG00000082229",17954,"Nap1l2",2465
"ENSMUSG00000083763",668217,"Gm9050",448
"ENSMUSG00000080886",100416438,"Gm14847",519
"ENSMUSG00000098023",100418420,"Gm19200",1001
"ENSMUSG00000031326",12592,"Cdx4",1963
"ENSMUSG00000081280",671052,"Gm9516",424
"ENSMUSG00000031327",12212,"Chic1",7375
"ENSMUSG00000031329",22127,"Tsx",812
"ENSMUSG00000085715",22097,"Tsix",4306
"ENSMUSG00000086503",213742,"Xist",17923
"ENSMUSG00000082746",30964,"Rps12-ps1",401
"ENSMUSG00000097571",70252,"Jpx",4785
"ENSMUSG00000086370",78878,"Ftx",7598
"ENSMUSG00000065509",100124494,"Mir421",85
"ENSMUSG00000076269",751546,"Mir374b",95
"ENSMUSG00000080796",100504066,"Gm9159",566
"ENSMUSG00000031330",75064,"Zcchc13",1085
"ENSMUSG00000081414",115489106,"Gm3943",718
"ENSMUSG00000033965",20502,"Slc16a2",4244
"ENSMUSG00000083019",621381,"Gm6222",629
"ENSMUSG00000082322",668426,"Gm9164",1014
"ENSMUSG00000056537",19820,"Rlim",8917
"ENSMUSG00000064876",115489176,"Gm23378",107
"ENSMUSG00000077199",115486090,"Gm22266",138
"ENSMUSG00000046449",245555,"Nexmif",11532
"ENSMUSG00000076286",751535,"Mir672",100
"ENSMUSG00000031333",11306,"Abcb7",5905
"ENSMUSG00000073016",331487,"Uprt",2304
"ENSMUSG00000033906",108672,"Zdhhc15",5509
"ENSMUSG00000089171",115486112,"Gm22430",107
"ENSMUSG00000100364",76643,"1700121L16Rik",561
"ENSMUSG00000031224",272790,"Magee2",2316
"ENSMUSG00000081703",622098,"Gm6285",498
"ENSMUSG00000088960",115489197,"Gm22090",111
"ENSMUSG00000082600",676331,"Gm9673",781
"ENSMUSG00000087174",71445,"5530601H04Rik",9005
"ENSMUSG00000031226",67683,"Pbdc1",6098
"ENSMUSG00000031227",107528,"Magee1",3550
"ENSMUSG00000083744",100417181,"Gm14824",737
"ENSMUSG00000065499",723861,"Mir384",88
"ENSMUSG00000087620",100043213,"5330434G04Rik",6494
"ENSMUSG00000065425",723929,"Mir325",98
"ENSMUSG00000090132",245566,"Cypt2",697
"ENSMUSG00000082275",100417523,"Gm14854",841
"ENSMUSG00000063442",105246638,"Gm7117",387
"ENSMUSG00000031230",80903,"Fgf16",1645
"ENSMUSG00000031229",22589,"Atrx",15190
"ENSMUSG00000084678",115489260,"Gm26020",183
"ENSMUSG00000084575",115489188,"Gm23656",112
"ENSMUSG00000031232",67075,"Magt1",4672
"ENSMUSG00000031231",66142,"Cox7b",1214
"ENSMUSG00000033792",11977,"Atp7a",8734
"ENSMUSG00000033777",279572,"Tlr13",4086
"ENSMUSG00000062070",18655,"Pgk1",2244
"ENSMUSG00000047242",407786,"Taf9b",3158
"ENSMUSG00000073012",331491,"Fnd3c2",3662
"ENSMUSG00000081289",100415971,"Gm14857",3185
"ENSMUSG00000083814",333563,"Gm5133",1255
"ENSMUSG00000099128",102465963,"Mir6382",110
"ENSMUSG00000081778",100534371,"Gm6325",3114
"ENSMUSG00000033737",333564,"Fndc3c1",6315
"ENSMUSG00000052821",58861,"Cysltr1",5142
"ENSMUSG00000073010",331493,"Gm5127",2150
"ENSMUSG00000064553",115489248,"Gm24622",162
"ENSMUSG00000083595",668490,"Gm9200",1354
"ENSMUSG00000065733",115489160,"Gm24491",107
"ENSMUSG00000083063",102637288,"Gm14882",218
"ENSMUSG00000080841",108168470,"Gm14880",292
"ENSMUSG00000047686",213436,"Rtl3",2948
"ENSMUSG00000049929",78134,"Lpar4",4238
"ENSMUSG00000050921",78826,"P2ry10",2982
"ENSMUSG00000054293",213438,"P2ry10b",3465
"ENSMUSG00000073008",213439,"Gpr174",5402
"ENSMUSG00000080939",102637393,"Gm9208",948
"ENSMUSG00000081131",100416877,"Gm14833",1027
"ENSMUSG00000031239",16431,"Itm2a",1744
"ENSMUSG00000055700",71011,"4933401B06Rik",1219
"ENSMUSG00000031241",245572,"Tbx22",5550
"ENSMUSG00000031242",67028,"2610002M06Rik",6337
"ENSMUSG00000073007",213449,"Tent5d",3160
"ENSMUSG00000073006",213450,"Wmp",1690
"ENSMUSG00000063663",382236,"Brwd3",12692
"ENSMUSG00000086629",69964,"2810403D21Rik",7094
"ENSMUSG00000081793",70550,"5730416F02Rik",812
"ENSMUSG00000031245",50887,"Hmgn5",1934
"ENSMUSG00000077652",115489237,"Gm23322",167
"ENSMUSG00000064574",115489183,"Gm25797",107
"ENSMUSG00000031246",56726,"Sh3bgrl",3298
"ENSMUSG00000048621",622976,"Gm6377",2795
"ENSMUSG00000083928",245573,"Gm4991",1552
"ENSMUSG00000082853",634340,"Gm7134",2406
"ENSMUSG00000081211",100417579,"Gm14886",2629
"ENSMUSG00000065907",115489258,"Gm26108",191
"ENSMUSG00000056854",18994,"Pou3f4",2928
"ENSMUSG00000073001",67407,"Cylc1",1923
"ENSMUSG00000025665",67071,"Rps6ka6",5013
"ENSMUSG00000034551",245596,"Hdx",9534
"ENSMUSG00000082546",100418178,"Gm14898",645
"ENSMUSG00000034555",83556,"Tex16",4443
"ENSMUSG00000083392",622570,"Gm6335",1194
"ENSMUSG00000079460",71030,"4933403O08Rik",1540
"ENSMUSG00000025525",68117,"Apool",3486
"ENSMUSG00000025527",73809,"Satl1",2414
"ENSMUSG00000083520",623341,"Gm6418",3577
"ENSMUSG00000025528",67715,"2010106E10Rik",1287
"ENSMUSG00000025529",245595,"Zfp711",5535
"ENSMUSG00000034607",69693,"Pof1b",3886
"ENSMUSG00000081399",100158261,"Gm14921",908
"ENSMUSG00000081555",623412,"Gm6427",979
"ENSMUSG00000082392",100039112,"Gm14938",943
"ENSMUSG00000084963",102631947,"Gm14936",2621
"ENSMUSG00000025531",12662,"Chm",6780
"ENSMUSG00000065510",723850,"Mir361",70
"ENSMUSG00000025592",93837,"Dach2",9868
"ENSMUSG00000080428",115489245,"Gm24831",126
"ENSMUSG00000087765",115486115,"Gm23985",124
"ENSMUSG00000082511",237016,"Gm4915",1569
"ENSMUSG00000082567",100418313,"Gm14896",1351
"ENSMUSG00000084031",664945,"Gm7416",1487
"ENSMUSG00000079963",101055752,"Gm7146",739
"ENSMUSG00000025597",237010,"Klhl4",3584
"ENSMUSG00000081354",100417524,"Gm14894",270
"ENSMUSG00000083561",546361,"Gm5942",439
"ENSMUSG00000050435",237009,"Ube2dnl1",743
"ENSMUSG00000047079",75097,"Ube2dnl2",743
"ENSMUSG00000085619",78086,"4930555B12Rik",283
"ENSMUSG00000082260",664969,"Gm7429",348
"ENSMUSG00000098405",115486126,"Gm27414",381
"ENSMUSG00000081034",546363,"Gm5944",1001
"ENSMUSG00000083663",100502585,"Gm14903",537
"ENSMUSG00000084053",108168449,"Gm14904",335
"ENSMUSG00000064551",115489241,"Gm24624",164
"ENSMUSG00000072995",382239,"Cpxcr1",1596
"ENSMUSG00000082482",624153,"H2ab2",348
"ENSMUSG00000067441",100039319,"H2ab1",348
"ENSMUSG00000081134",100416297,"Gm14913",1093
"ENSMUSG00000081659",100418292,"Gm14917",2105
"ENSMUSG00000081466",100418312,"Gm14912",1773
"ENSMUSG00000083031",100418293,"Gm14910",1805
"ENSMUSG00000100194",100039551,"Tgif2lx2",1030
"ENSMUSG00000100133",245583,"Tgif2lx1",1030
"ENSMUSG00000088313",115486111,"Gm26182",116
"ENSMUSG00000034732",93728,"Pabpc5",2434
"ENSMUSG00000083151",236983,"Gm4913",1290
"ENSMUSG00000084172",674318,"Gm16420",856
"ENSMUSG00000082927",545741,"Gm5863",1008
"ENSMUSG00000034755",245578,"Pcdh11x",13946
"ENSMUSG00000083616",624957,"H2ab3",348
"ENSMUSG00000081728",100417956,"Gm14930",652
"ENSMUSG00000077435",115486097,"Gm22590",128
"ENSMUSG00000080695",385419,"Gm5394",975
"ENSMUSG00000083668",434907,"Gm5648",1587
"ENSMUSG00000088539",115486105,"Gm23277",136
"ENSMUSG00000082840",100039544,"Gm16421",1557
"ENSMUSG00000055733",54561,"Nap1l3",2837
"ENSMUSG00000079450",73061,"Cldn34c1",5824
"ENSMUSG00000095005",100302634,"Astx6",1150
"ENSMUSG00000091821",100151772,"Srsx",1083
"ENSMUSG00000096362",100039751,"Rps12-ps21",402
"ENSMUSG00000095277",101055703,"Rps12-ps22",402
"ENSMUSG00000095474",625591,"Cldn34c2",702
"ENSMUSG00000093796",100862106,"Rps12-ps23",402
"ENSMUSG00000094015",665364,"Rps12-ps20",402
"ENSMUSG00000072049",100038941,"Vmn2r121",3062
"ENSMUSG00000096831",100039828,"Rps12-ps6",399
"ENSMUSG00000094238",434843,"Rps12-ps11",399
"ENSMUSG00000093990",665463,"Rps12-ps12",399
"ENSMUSG00000096135",100038969,"Rps12-ps18",399
"ENSMUSG00000095017",665522,"Rps12-ps15",399
"ENSMUSG00000095137",100038978,"Rps12-ps17",399
"ENSMUSG00000096763",665579,"Rps12-ps13",399
"ENSMUSG00000095499",665611,"Rps12-ps14",399
"ENSMUSG00000096437",626048,"Rps12-ps16",399
"ENSMUSG00000058670",237029,"4932411N23Rik",3407
"ENSMUSG00000088282",115486116,"Gm23586",123
"ENSMUSG00000062791",211208,"Gm382",4070
"ENSMUSG00000089372",115489200,"Gm22139",105
"ENSMUSG00000049815",245598,"4921511C20Rik",1606
"ENSMUSG00000043569",73934,"Cldn34c4",814
"ENSMUSG00000077857",115489182,"Gm25061",107
"ENSMUSG00000082126",100416199,"Gm14975",664
"ENSMUSG00000065898",115489165,"Gm24522",108
"ENSMUSG00000086244",75274,"4930558G05Rik",494
"ENSMUSG00000089284",115486104,"Gm26029",132
"ENSMUSG00000084337",669120,"Gm14986",1002
"ENSMUSG00000081900",100417959,"Gm14985",786
"ENSMUSG00000034480",54004,"Diaph2",11553
"ENSMUSG00000084047",115489134,"Gm14984",1263
"ENSMUSG00000083920",100416194,"Gm14987",676
"ENSMUSG00000081456",665773,"Gm7781",788
"ENSMUSG00000077379",115486099,"Gm25170",129
"ENSMUSG00000082117",245600,"Gm4994",2187
"ENSMUSG00000082205",631264,"Gm7058",902
"ENSMUSG00000082537",100417185,"Gm14981",943
"ENSMUSG00000089128",115486106,"Gm26406",124
"ENSMUSG00000077628",115486101,"Gm23768",131
"ENSMUSG00000083177",665846,"Gm7820",1052
"ENSMUSG00000083205",665850,"Gm7821",788
"ENSMUSG00000082905",665854,"Gm7823",1623
"ENSMUSG00000083858",100417277,"Gm14979",1035
"ENSMUSG00000083062",100417818,"Gm14980",736
"ENSMUSG00000051323",279653,"Pcdh19",10464
"ENSMUSG00000031250",64103,"Tnmd",1353
"ENSMUSG00000067377",56496,"Tspan6",2060
"ENSMUSG00000031253",68792,"Srpx2",2922
"ENSMUSG00000031255",27359,"Sytl4",5125
"ENSMUSG00000031256",108062,"Cstf2",9180
"ENSMUSG00000093172",100526514,"Mir3112",82
"ENSMUSG00000031257",237038,"Nox1",3307
"ENSMUSG00000031258",331524,"Xkrx",3024
"ENSMUSG00000052549",74448,"Arl13a",1740
"ENSMUSG00000067369",215201,"Trmt2b",4648
"ENSMUSG00000033578",67564,"Tmem35a",1918
"ENSMUSG00000031262",102920,"Cenpi",5681
"ENSMUSG00000000223",13497,"Drp2",8553
"ENSMUSG00000009596",74469,"Taf7l",2245
"ENSMUSG00000088275",115489193,"Gm23124",107
"ENSMUSG00000048007",30058,"Timm8a1",1421
"ENSMUSG00000031264",12229,"Btk",3149
"ENSMUSG00000079435",19982,"Rpl36a",1655
"ENSMUSG00000031266",11605,"Gla",3265
"ENSMUSG00000045427",56258,"Hnrnph2",4369
"ENSMUSG00000082655",108168456,"Gm7857",358
"ENSMUSG00000087024",77983,"B230119M05Rik",979
"ENSMUSG00000049804",100503043,"Armcx4",7996
"ENSMUSG00000033460",78248,"Armcx1",3227
"ENSMUSG00000050394",278097,"Armcx6",2486
"ENSMUSG00000049047",71703,"Armcx3",3540
"ENSMUSG00000099272",102466805,"Mir7093",101
"ENSMUSG00000033436",67416,"Armcx2",4532
"ENSMUSG00000083236",637800,"Gm7222",906
"ENSMUSG00000009941",83454,"Nxf2",2568
"ENSMUSG00000052676",215693,"Zmat1",5391
"ENSMUSG00000089759",320606,"3632454L22Rik",4924
"ENSMUSG00000081146",621246,"Gm6207",1386
"ENSMUSG00000088878",115486117,"Gm25868",114
"ENSMUSG00000079432",100040635,"Gm15023",3698
"ENSMUSG00000031409",66104,"Tceal6",1114
"ENSMUSG00000081709",100417193,"Gm15022",746
"ENSMUSG00000082071",621322,"Pramex2",1383
"ENSMUSG00000067360",83565,"Pramel3",3698
"ENSMUSG00000094470",115486119,"Gm25936",114
"ENSMUSG00000095599",621352,"Gm6215",1386
"ENSMUSG00000094004",331529,"Gm5128",3844
"ENSMUSG00000094670",115486120,"Gm22006",114
"ENSMUSG00000095964",621380,"Gm6221",1386
"ENSMUSG00000096508",666040,"Gm7903",3677
"ENSMUSG00000095424",115486121,"Gm24416",114
"ENSMUSG00000094371",666045,"Gm7905",1386
"ENSMUSG00000054994",331531,"AV320801",3698
"ENSMUSG00000095228",115486118,"Gm22233",114
"ENSMUSG00000096119",621467,"Gm6228",1386
"ENSMUSG00000031410",170722,"Nxf7",2710
"ENSMUSG00000031411",75829,"Pramex1",2268
"ENSMUSG00000058252",71841,"Tcp11x2",1776
"ENSMUSG00000060726",78478,"Tmsb15a",565
"ENSMUSG00000072969",494468,"Armcx5",4247
"ENSMUSG00000043384",67298,"Gprasp1",8119
"ENSMUSG00000088464",100316820,"Mir1970",104
"ENSMUSG00000072966",245607,"Gprasp2",4540
"ENSMUSG00000072964",70237,"Bhlhb9",2978
"ENSMUSG00000048040",76976,"Arxes2",1532
"ENSMUSG00000048355",76219,"Arxes1",1580
"ENSMUSG00000042750",12069,"Bex2",903
"ENSMUSG00000057000",245610,"Nxf3",3048
"ENSMUSG00000087553",70491,"5730412P04Rik",1149
"ENSMUSG00000051579",66684,"Tceal8",2563
"ENSMUSG00000098493",102465201,"Mir6383",116
"ENSMUSG00000054034",331532,"Tceal5",1263
"ENSMUSG00000050071",19716,"Bex1",1186
"ENSMUSG00000079428",100040972,"Tceal7",1217
"ENSMUSG00000042712",22381,"Tceal9",1037
"ENSMUSG00000046432",12070,"Bex3",973
"ENSMUSG00000065719",115489277,"n-R5s12",119
"ENSMUSG00000083324",100417629,"Gm14997",636
"ENSMUSG00000083162",237048,"Gm4917",650
"ENSMUSG00000084245",100417630,"Gm14994",1092
"ENSMUSG00000082261",100417631,"Gm14999",624
"ENSMUSG00000057439",245615,"Kir3dl2",1932
"ENSMUSG00000031424",245616,"Kir3dl1",1558
"ENSMUSG00000083828",100417634,"Gm15006",1122
"ENSMUSG00000082421",100417632,"Gm15004",630
"ENSMUSG00000044550",594844,"Tceal3",3546
"ENSMUSG00000049536",237052,"Tceal1",2803
