"","Entrez.Mouse","Entrez.Human","Entrez.Rat"
"16206",16206,26018,312574
"16326",16326,83729,83711
"16373",16373,79191,307721
"68292",68292,201595,363160
"16432",16432,9445,290364
"16433",16433,50624,117179
"16477",16477,3726,NA
"16528",16528,50801,116489
"16532",16532,157855,680912
"16599",16599,51274,114845
"16852",16852,3956,56646
"16874",16874,26468,311901
"16998",16998,4054,83838
"17001",17001,4056,114097
"17112",17112,4071,295061
"17117",17117,23600,25284
"17160",17160,23324,NA
"17201",17201,4159,29310
"17210",17210,4170,60430
"17222",17222,64682,311412
"17283",17283,4221,29417
"17293",17293,145873,293046
"17306",17306,284612,362018
"17532",17532,22808,25482
"17537",17537,56917,361514
"17775",17775,9741,298875
"17776",17776,23139,313819
"17873",17873,4616,299626
"17933",17933,23040,116668
"17954",17954,4674,317247
"17966",17966,4077,303554
"17997",17997,121441,299730
"18046",18046,4802,25337
"26921",26921,9448,301363
"18094",18094,26257,299061
"18139",18139,27332,312491
"18188",18188,4902,84423
"18197",18197,51617,497878
"18217",18217,23620,64636
"18232",18232,11249,NA
"18245",18245,4946,25502
"18285",18285,4956,24610
"18301",18301,53827,NA
"18312",18312,4993,302954
"18313",18313,127385,304985
"18488",18488,5067,54279
"18545",18545,126006,304195
"18693",18693,9463,84591
"18767",18767,5569,114906
"18768",18768,5570,24678
"18781",18781,391013,29387
"18846",18846,55558,309280
"18858",18858,5376,24660
"18938",18938,26472,259225
"19017",19017,10891,83516
"19024",19024,8495,308918
"19063",19063,5538,29411
"19142",19142,8492,85266
"19210",19210,9791,314553
"19212",19212,9317,63852
"19222",19222,5739,292661
"19255",19255,5771,117063
"19260",19260,26191,295338
"19285",19285,284119,287710
"19288",19288,5806,689388
"19329",19329,64284,503269
"19335",19335,51715,367242
"19374",19374,5897,295953
"19377",19377,10743,303188
"19416",19416,51655,64455
"19664",19664,3516,679028
"19668",19668,11317,362268
"19700",19700,28954,366232
"19707",19707,85021,292944
"19711",19711,389075,50561
"19713",19713,5979,24716
"20163",20163,6251,680419
"20166",20166,6242,297383
"20196",20196,6284,NA
"20204",20204,51450,113931
"20231",20231,390010,293568
"20255",20255,29106,116635
"20262",20262,50861,29246
"20299",20299,6367,NA
"20340",20340,2734,29476
"20401",20401,23616,300067
"20418",20418,53358,114858
"20420",20420,56961,316507
"20441",20441,6487,64445
"20442",20442,6482,362924
"20534",20534,22950,298805
"20672",20672,54345,311723
"20744",20744,55342,84476
"20768",20768,22928,308993
"20890",20890,7478,291678
"20897",20897,64220,363071
"20947",20947,23075,293410
"20983",20983,6860,64440
"21334",21334,6866,29191
"21343",21343,6878,288533
"21357",21357,6895,363006
"21415",21415,83439,312451
"21416",21416,6934,679869
"21432",21432,8115,690575
"21652",21652,5252,294287
"21684",21684,6975,292124
"21744",21744,132612,294979
"21749",21749,7013,297758
"21804",21804,7041,84574
"21807",21807,8848,498545
"21815",21815,7050,316742
"21909",21909,3196,680117
"22222",22222,197131,499877
"26362",26362,558,308444
"22289",22289,7403,103689969
"22318",22318,6844,24803
"22323",22323,7408,361517
"22326",22326,11023,64571
"22330",22330,7414,305679
"26459",26459,10998,79111
"22360",22360,140767,291129
"22364",22364,29802,365550
"22702",22702,132625,NA
"22715",22715,346171,361783
"22722",22722,55734,NA
"22724",22724,51043,295248
"22761",22761,161882,691504
"11470",11470,10881,298017
"11488",11488,4185,360638
"11538",11538,23394,64622
"11610",11610,57085,298646
"11628",11628,57379,399679
"11698",11698,258,25376
"11783",11783,317,78963
"11819",11819,7026,113984
"11834",11834,9716,366163
"11856",11856,395,100363276
"11876",11876,9048,362572
"11922",11922,63974,500137
"11924",11924,63973,295475
"11937",11937,487,116601
"12009",12009,22994,360672
"12048",12048,598,24888
"12053",12053,604,303836
"12070",12070,27018,117089
"12125",12125,10018,64547
"12154",12154,27302,500245
"12180",12180,150572,297333
"12301",12301,27101,289144
"12316",12316,259266,289054
"12339",12339,23473,306260
"12633",12633,8837,117279
"12370",12370,841,64044
"12380",12380,831,25403
"12421",12421,9821,312927
"12448",12448,9134,362485
"12457",12457,25819,310395
"12488",12488,23607,316258
"12589",12589,28981,373066
"12614",12614,9620,300128
"12684",12684,27141,364388
"12700",12700,1154,83681
"12764",12764,55907,312826
"12794",12794,254263,361705
"12799",12799,1267,25275
"12822",12822,80781,85251
"12927",12927,9564,25414
"12985",12985,1440,25610
"13193",13193,1641,84394
"13196",13196,50807,314961
"13350",13350,8694,84497
"13380",13380,22943,293897
"13608",13608,10913,365581
"19009",19009,5463,116545
"13864",13864,2063,245980
"209086",209086,219285,NA
"14068",14068,2155,260320
"14154",14154,55527,316131
"14155",14155,10116,315745
"14179",14179,2253,29349
"14221",14221,24147,366140
"14230",14230,60681,360627
"14232",14232,23770,290652
"14339",14339,64400,291906
"14391",14391,2553,NA
"14419",14419,51083,29141
"14547",14547,54834,362004
"14548",14548,51650,296995
"14601",14601,2691,29446
"14608",14608,10888,140595
"14610",14610,84694,313126
"14617",14617,57369,50564
"14699",14699,2792,680149
"14709",14709,94235,245986
"14711",14711,27232,25134
"13723",13723,133418,114511
"14836",14836,145258,317715
"14840",14840,83445,312793
"14874",14874,2954,681913
"14886",14886,2969,353256
"14950",14950,81502,311545
"100504404",100504404,3122,NA
"15208",15208,388585,79225
"15213",15213,23462,155437
"15376",15376,3170,25099
"15403",15403,3203,685732
"15405",15405,3205,297099
"15416",15416,3218,24457
"15421",15421,3228,300262
"15422",15422,3229,315337
"15429",15429,3231,288151
"15436",15436,3233,288153
"15441",15441,50809,313647
"15587",15587,8692,64468
"15893",15893,3382,81024
"15939",15939,51278,498256
"16068",16068,10068,84388
"16150",16150,3551,84351
"16178",16178,7850,117022
"16190",16190,3566,25084
"16201",16201,3609,84472
"16348",16348,27130,313228
"16475",16475,84962,85265
"16495",16495,3743,365241
"16515",16515,3768,117052
"16526",16526,3776,170899
"16552",16552,113220,313254
"16579",16579,22920,289168
"16581",16581,90990,300053
"16589",16589,127933,246332
"16656",16656,59269,313557
"16675",16675,342574,450229
"16784",16784,3920,24944
"16795",16795,9215,361368
"16797",16797,27040,81511
"16842",16842,51176,161452
"16871",16871,8022,170671
"16876",16876,56956,289048
"16907",16907,84823,299625
"16924",16924,84708,360926
"16969",16969,51341,117107
"17063",17063,56667,207126
"17064",17064,22918,84398
"23937",23937,10586,680102
"17133",17133,23764,366960
"17151",17151,23582,362201
"17153",17153,4118,25263
"17184",17184,9782,29150
"17221",17221,4179,365577
"17318",17318,4281,54252
"17341",17341,168620,25334
"17349",17349,4291,310483
"17428",17428,4335,287521
"17450",17450,27136,360712
"17474",17474,338339,362432
"17480",17480,4352,366455
"17536",17536,4212,311311
"17760",17760,4135,29457
"17912",17912,4430,117057
"17927",17927,4654,337868
"17977",17977,8648,313929
"18019",18019,4773,311658
"18020",18020,84901,308983
"18035",18035,4792,NA
"18129",18129,4853,29492
"18140",18140,29128,316129
"18159",18159,4880,114593
"18196",18196,27065,25247
"18203",18203,123803,NA
"18302",18302,170392,294559
"18420",18420,23440,294640
"18423",18423,5013,25646
"18555",18555,5127,81741
"18569",18569,27250,64031
"18570",18570,10016,308061
"18599",18599,29943,54282
"18601",18601,51702,29520
"18602",18602,23569,29512
"18611",18611,8682,364052
"18627",18627,8864,63840
"18628",18628,8863,78962
"18637",18637,5202,685607
"18647",18647,5218,362316
"18708",18708,5295,25513
"18782",18782,26279,298579
"18807",18807,23646,361527
"18843",18843,51297,246238
"18933",18933,5396,266813
"18988",18988,25833,116544
"19016",19016,5468,25664
"19122",19122,5621,24686
"19143",19143,6768,114093
"19221",19221,5738,29602
"19249",19249,5783,498331
"19679",19679,57605,304474
"19726",19726,5991,361746
"19752",19752,6035,NA
"19820",19820,51132,317241
"19894",19894,22895,171039
"20182",20182,6257,361801
"20198",20198,6275,24615
"20200",20200,6277,85247
"20273",20273,6334,29710
"20292",20292,6356,29397
"20360",20360,10500,29744
"20416",20416,6464,85385
"76884",76884,26999,303073
"20445",20445,55808,287920
"20447",20447,256435,29758
"20448",20448,27090,407764
"20469",20469,6494,361710
"20671",20671,64321,312936
"20680",20680,83595,290317
"20681",20681,30812,302993
"20686",20686,53340,85244
"20687",20687,6670,367846
"20728",20728,121599,314711
"20731",20731,27290,NA
"20733",20733,10653,292770
"20811",20811,6725,296472
"20834",20834,148066,301127
"20848",20848,6774,25125
"20873",20873,10733,310344
"20913",20913,252983,303443
"20962",20962,50511,25561
"20970",20970,9672,116673
"21380",21380,6899,360737
"21384",21384,6913,295315
"21387",21387,9496,303399
"21428",21428,6945,360631
"21429",21429,7343,25574
"21689",21689,83659,85270
"21767",21767,51368,300988
"21830",21830,51298,299599
"360013",360013,399687,360570
"21944",21944,8742,360548
"21945",21945,9191,83631
"22031",22031,7187,362788
"22040",22040,11277,100049583
"22116",22116,60385,292890
"22156",22156,7286,365864
"22177",22177,7305,361537
"22215",22215,7337,361585
"22245",22245,83549,311864
"22368",22368,51393,29465
"22381",22381,51186,680354
"22404",22404,58525,314598
"22437",22437,165904,100910104
"22619",22619,54414,363045
"22661",22661,7707,58820
"22762",22762,23414,314930
"22763",22763,51663,365703
"23801",23801,59344,287424
"23821",23821,23621,29392
"23836",23836,28316,363948
"23857",23857,9988,114485
"23873",23873,55179,140930
"23885",23885,64395,312516
"23892",23892,26585,NA
"23893",23893,64388,289264
"23900",23900,10870,474146
"23908",23908,9653,292155
"23936",23936,66004,300018
"23947",23947,11043,363502
"23957",23957,8431,117274
"23966",23966,26011,308831
"23967",23967,130497,298878
"23994",23994,9802,300235
"24014",24014,6041,359726
"24046",24046,11280,29701
"24066",24066,81848,291610
"24084",24084,27285,298532
"24102",24102,11219,309275
"24110",24110,11274,312688
"24113",24113,25806,64572
"26364",26364,976,361383
"26383",26383,79068,291905
"26401",26401,4214,116667
"26426",26426,10101,287125
"26427",26427,90993,362165
"26428",26428,5000,295596
"26448",26448,5891,362787
"26457",26457,376497,94172
"26562",26562,23154,89791
"26885",26885,9994,313128
"26891",26891,51138,360915
"26895",26895,64708,NA
"26904",26904,117157,NA
"26913",26913,114787,364676
"26919",26919,23567,306765
"54683",54683,25824,113898
"26934",26934,29127,315298
"110596",110596,64283,361882
"26938",26938,81849,365984
"26940",26940,51295,300447
"26942",26942,6674,315033
"26944",26944,27283,300846
"26970",26970,30814,NA
"26971",26971,64600,690388
"26992",26992,29117,361374
"27056",27056,3663,296953
"17168",17168,8131,360505
"170788",170788,23418,304825
"67365",67365,8226,291585
"192657",192657,22936,309918
"212398",212398,23401,679110
"30947",30947,23536,690810
"54167",54167,29851,64545
"72169",72169,23650,300656
"68703",68703,473,116665
"56792",56792,26228,305269
"67937",67937,25789,306349
"74277",74277,26511,83835
"217737",217737,10598,681996
"72119",72119,22974,311546
"80794",80794,23624,292699
"105278",105278,23552,364666
"56699",56699,23580,303653
"66917",66917,26973,315447
"68379",68379,25792,296639
"207704",207704,85865,312054
"56173",56173,23562,304073
"239931",239931,26285,304125
"54420",54420,9073,304124
"93689",93689,25802,304816
"69219",69219,23576,64157
"18130",18130,26512,361057
"68922",68922,27019,500442
"65086",65086,23566,66025
"72205",72205,24139,192360
"13821",13821,2036,59317
"50789",50789,26224,306129
"269514",269514,26235,313101
"242960",242960,26234,305424
"30840",30840,26233,NA
"30050",30050,26190,311881
"230904",230904,26232,85273
"57443",57443,26273,690634
"106052",106052,26272,310363
"67141",67141,26271,292263
"69754",69754,25793,366854
"50753",50753,26269,306436
"64290",64290,27023,NA
"14233",14233,2299,287185
"14356",14356,26515,84384
"29809",29809,9910,304914
"269252",269252,9329,685539
"107766",107766,23498,56823
"319480",319480,22801,315744
"269181",269181,11320,367252
"76055",76055,10724,154968
"70603",70603,4595,170841
"107999",107999,8225,363931
"76952",76952,22978,100363253
"235623",235623,22937,301024
"75387",75387,23409,304539
"50934",50934,23428,84551
"83553",83553,8277,689374
"232784",232784,7988,297066
"73389",73389,26959,27080
"76161",76161,24141,362220
"319953",319953,25809,362969
"279766",279766,25807,289753
"56323",56323,25822,313811
"66240",66240,23630,681190
"240444",240444,26251,307234
"380728",380728,23415,114032
"78618",78618,23527,619382
"170829",170829,9697,100361830
"50868",50868,9817,117519
"50791",50791,9863,113970
"72393",72393,23017,246274
"16588",16588,22944,689197
"106957",106957,25800,291733
"192654",192654,23659,361401
"60597",60597,23542,315220
"67468",67468,23531,303439
"269831",269831,23554,362326
"232670",232670,340348,500065
"68010",68010,25805,83837
"27275",27275,26747,364430
"71538",71538,26268,300849
"258645",258645,26476,681470
"50793",50793,23595,313138
"67515",67515,23548,294774
"20409",20409,26578,259275
"229004",229004,26205,83635
"56312",56312,26471,NA
"30051",30051,25803,689210
"27280",27280,23612,363989
"76932",76932,23647,293344
"72843",72843,11108,170820
"233878",233878,26470,308988
"70536",70536,25797,313837
"623474",623474,25788,NA
"56533",56533,26575,308118
"109263",109263,6018,313566
"320119",320119,26750,289342
"67815",67815,23541,116486
"317717",317717,26984,117513
"20349",20349,9723,296789
"433700",433700,26206,362508
"20615",20615,23557,295217
"50525",50525,9576,360747
"70358",70358,26872,297738
"58867",58867,23546,292916
"27368",27368,26608,NA
"215632",215632,23550,311785
"30057",30057,26521,64372
"28113",28113,26277,290232
"22377",22377,23559,297381
"22780",22780,22806,303511
"226442",226442,23528,305083
"15366",15366,3161,25460
"20683",20683,6667,24790
"219181",219181,11215,498549
"110532",110532,104,25367
"18231",18231,30010,25501
"20451",20451,51046,25547
"12803",12803,1270,25707
"107765",107765,27063,NA
"15467",15467,27102,27137
"399558",399558,23768,299236
"73830",73830,27335,292762
"14000",14000,29102,310159
"67569",67569,25834,299756
"56708",56708,23529,365395
"56488",56488,29107,296219
"23845",23845,23601,679787
"50781",50781,27122,171548
"27418",27418,4289,83536
"210135",210135,7733,246279
"66824",66824,29108,282817
"57230",57230,29115,360662
"218203",218203,29116,306825
"30959",30959,29118,58856
"235631",235631,29122,100910205
"30052",30052,27344,246333
"74637",74637,23729,287479
"234836",234836,27189,691516
"71436",71436,23767,366205
"108645",108645,27430,683630
"109095",109095,29890,NA
"68948",68948,29902,288667
"225742",225742,29906,364901
"170833",170833,29911,304669
"71707",71707,29914,313706
"67933",67933,29915,314704
"231834",231834,29886,288504
"76482",76482,29919,291784
