"","Ensembl.macaca","Ensembl.mouse","Entrez.mouse","Unique.ID","Mouse.gene.name"
"ENSMFAG00000040977","ENSMFAG00000040977","ENSMUSG00000038526",23831,"ENSMFAG00000040977.23831","Car14"
"ENSMFAG00000046405","ENSMFAG00000046405","ENSMUSG00000029780",107569,"ENSMFAG00000046405.107569","Nt5c3"
"ENSMFAG00000039762","ENSMFAG00000039762","ENSMUSG00000022704",106248,"ENSMFAG00000039762.106248","Qtrt2"
"ENSMFAG00000000660","ENSMFAG00000000660","ENSMUSG00000023800",24001,"ENSMFAG00000000660.24001","Tiam2"
"ENSMFAG00000001963","ENSMFAG00000001963","ENSMUSG00000079625",277203,"ENSMFAG00000001963.277203","Tm4sf19"
"ENSMFAG00000003480","ENSMFAG00000003480","ENSMUSG00000019808",66757,"ENSMFAG00000003480.66757","Adat2"
"ENSMFAG00000000074","ENSMFAG00000000074","ENSMUSG00000019843",14360,"ENSMFAG00000000074.14360","Fyn"
"ENSMFAG00000046143","ENSMFAG00000046143","ENSMUSG00000025533",109900,"ENSMFAG00000046143.109900","Asl"
"ENSMFAG00000038872","ENSMFAG00000038872","ENSMUSG00000039552",212892,"ENSMFAG00000038872.212892","Rsph4a"
"ENSMFAG00000037092","ENSMFAG00000037092","ENSMUSG00000053774",224111,"ENSMFAG00000037092.224111","Ubxn7"
"ENSMFAG00000032555","ENSMFAG00000032555","ENSMUSG00000029781",27055,"ENSMFAG00000032555.27055","Fkbp9"
"ENSMFAG00000000851","ENSMFAG00000000851","ENSMUSG00000015749",66471,"ENSMFAG00000000851.66471","Anp32e"
"ENSMFAG00000037062","ENSMFAG00000037062","ENSMUSG00000020277",18641,"ENSMFAG00000037062.18641","Pfkl"
"ENSMFAG00000034408","ENSMFAG00000034408","ENSMUSG00000022701",212153,"ENSMFAG00000034408.212153","Ccdc191"
"ENSMFAG00000040593","ENSMFAG00000040593","ENSMUSG00000040629",98558,"ENSMFAG00000040593.98558","Mael"
"ENSMFAG00000035169","ENSMFAG00000035169","ENSMUSG00000025608",27205,"ENSMFAG00000035169.27205","Podxl"
"ENSMFAG00000046142","ENSMFAG00000046142","ENSMUSG00000014074",70238,"ENSMFAG00000046142.70238","Rnf168"
"ENSMFAG00000001086","ENSMFAG00000001086","ENSMUSG00000039531",72580,"ENSMFAG00000001086.72580","Zup1"
"ENSMFAG00000038144","ENSMFAG00000038144","ENSMUSG00000062074",327743,"ENSMFAG00000038144.327743","Ccn6"
"ENSMFAG00000041371","ENSMFAG00000041371","ENSMUSG00000019809",56535,"ENSMFAG00000041371.56535","Pex3"
"ENSMFAG00000040621","ENSMFAG00000040621","ENSMUSG00000036304",332175,"ENSMFAG00000040621.332175","Zdhhc23"
"ENSMFAG00000000378","ENSMFAG00000000378","ENSMUSG00000046345",69576,"ENSMFAG00000000378.69576","Smco1"
"ENSMFAG00000034638","ENSMFAG00000034638","ENSMUSG00000015745",67220,"ENSMFAG00000034638.67220","Plekho1"
"ENSMFAG00000040985","ENSMFAG00000040985","ENSMUSG00000022787",68980,"ENSMFAG00000040985.68980","Wdr53"
"ENSMFAG00000045193","ENSMFAG00000045193","ENSMUSG00000059486",210973,"ENSMFAG00000045193.210973","Kbtbd2"
"ENSMFAG00000043188","ENSMFAG00000043188","ENSMUSG00000019845",71924,"ENSMFAG00000043188.71924","Tube1"
"ENSMFAG00000001951","ENSMFAG00000001951","ENSMUSG00000000544",59290,"ENSMFAG00000001951.59290","Gpa33"
"ENSMFAG00000043065","ENSMFAG00000043065","ENSMUSG00000035764",268882,"ENSMFAG00000043065.268882","Fbxo45"
"ENSMFAG00000039710","ENSMFAG00000039710","ENSMUSG00000025609",27418,"ENSMFAG00000039710.27418","Mkln1"
"ENSMFAG00000042274","ENSMFAG00000042274","ENSMUSG00000063488",382118,"ENSMFAG00000042274.382118","Zkscan7"
"ENSMFAG00000044682","ENSMFAG00000044682","ENSMUSG00000019810",66848,"ENSMFAG00000044682.66848","Fuca2"
"ENSMFAG00000005792","ENSMFAG00000005792","ENSMUSG00000026564",240892,"ENSMFAG00000005792.240892","Styxl2"
"ENSMFAG00000045226","ENSMFAG00000045226","ENSMUSG00000051736",66337,"ENSMFAG00000045226.66337","Fam229b"
"ENSMFAG00000002849","ENSMFAG00000002849","ENSMUSG00000023387",74571,"ENSMFAG00000002849.74571","Kcnk16"
"ENSMFAG00000036922","ENSMFAG00000036922","ENSMUSG00000052384",224109,"ENSMFAG00000036922.224109","Nrros"
"ENSMFAG00000001488","ENSMFAG00000001488","ENSMUSG00000000731",11634,"ENSMFAG00000001488.11634","Aire"
"ENSMFAG00000032955","ENSMFAG00000032955","ENSMUSG00000036292",207798,"ENSMFAG00000032955.207798","Gramd1c"
"ENSMFAG00000035469","ENSMFAG00000035469","ENSMUSG00000028284",26409,"ENSMFAG00000035469.26409","Map3k7"
"ENSMFAG00000031968","ENSMFAG00000031968","ENSMUSG00000036983",224481,"ENSMFAG00000031968.224481","Tfb1m"
"ENSMFAG00000044357","ENSMFAG00000044357","ENSMUSG00000033653",209018,"ENSMFAG00000044357.209018","Vps8"
"ENSMFAG00000032727","ENSMFAG00000032727","ENSMUSG00000015747",22365,"ENSMFAG00000032727.22365","Vps45"
"ENSMFAG00000002865","ENSMFAG00000002865","ENSMUSG00000026565",18986,"ENSMFAG00000002865.18986","Pou2f1"
"ENSMFAG00000046171","ENSMFAG00000046171","ENSMUSG00000040312",240084,"ENSMFAG00000046171.240084","Cchcr1"
"ENSMFAG00000001996","ENSMFAG00000001996","ENSMUSG00000036960",229933,"ENSMFAG00000001996.229933","Clca2"
"ENSMFAG00000024948","ENSMFAG00000024948","ENSMUSG00000091530",621628,"ENSMFAG00000024948.621628","Cldn20"
"ENSMFAG00000040098","ENSMFAG00000040098","ENSMUSG00000023791",72084,"ENSMFAG00000040098.72084","Pigx"
"ENSMFAG00000032267","ENSMFAG00000032267","ENSMUSG00000002249",21678,"ENSMFAG00000032267.21678","Tead3"
"ENSMFAG00000041661","ENSMFAG00000041661","ENSMUSG00000057895",22646,"ENSMFAG00000041661.22646","Zfp105"
"ENSMFAG00000000076","ENSMFAG00000000076","ENSMUSG00000005763",12503,"ENSMFAG00000000076.12503","Cd247"
"ENSMFAG00000041659","ENSMFAG00000041659","ENSMUSG00000029765",243743,"ENSMFAG00000041659.243743","Plxna4"
"ENSMFAG00000037073","ENSMFAG00000037073","ENSMUSG00000019846",16775,"ENSMFAG00000037073.16775","Lama4"
"ENSMFAG00000043138","ENSMFAG00000043138","ENSMUSG00000023243",16529,"ENSMFAG00000043138.16529","Kcnk5"
"ENSMFAG00000032154","ENSMFAG00000032154","ENSMUSG00000023802",224480,"ENSMFAG00000032154.224480","Nox3"
"ENSMFAG00000045348","ENSMFAG00000045348","ENSMUSG00000040713",433375,"ENSMFAG00000045348.433375","Creg1"
"ENSMFAG00000040061","ENSMFAG00000040061","ENSMUSG00000040270",12014,"ENSMFAG00000040061.12014","Bach2"
"ENSMFAG00000045573","ENSMFAG00000045573","ENSMUSG00000039347",76252,"ENSMFAG00000045573.76252","Atp6v0e2"
"ENSMFAG00000046145","ENSMFAG00000046145","ENSMUSG00000000730",54427,"ENSMFAG00000046145.54427","Dnmt3l"
"ENSMFAG00000001415","ENSMFAG00000001415","ENSMUSG00000038495",229603,"ENSMFAG00000001415.229603","Otud7b"
"ENSMFAG00000040600","ENSMFAG00000040600","ENSMUSG00000037805",19896,"ENSMFAG00000040600.19896","Rpl10a"
"ENSMFAG00000045847","ENSMFAG00000045847","ENSMUSG00000045107",67509,"ENSMFAG00000045847.67509","Saysd1"
"ENSMFAG00000029851","ENSMFAG00000029851","ENSMUSG00000007570",72775,"ENSMFAG00000029851.72775","Fance"
"ENSMFAG00000035012","ENSMFAG00000035012","ENSMUSG00000051056",14610,"ENSMFAG00000035012.14610","Gja10"
"ENSMFAG00000001785","ENSMFAG00000001785","ENSMUSG00000019790",78808,"ENSMFAG00000001785.78808","Stxbp5"
"ENSMFAG00000015323","ENSMFAG00000015323","ENSMUSG00000062866",215789,"ENSMFAG00000015323.215789","Phactr2"
"ENSMFAG00000039831","ENSMFAG00000039831","ENSMUSG00000036768",209737,"ENSMFAG00000039831.209737","Kif15"
"ENSMFAG00000000467","ENSMFAG00000000467","ENSMUSG00000022781",224105,"ENSMFAG00000000467.224105","Pak2"
"ENSMFAG00000004232","ENSMFAG00000004232","ENSMUSG00000024406",18999,"ENSMFAG00000004232.18999","Pou5f1"
"ENSMFAG00000031699","ENSMFAG00000031699","ENSMUSG00000045934",194126,"ENSMFAG00000031699.194126","Mtmr11"
"ENSMFAG00000037810","ENSMFAG00000037810","ENSMUSG00000019905",210198,"ENSMFAG00000037810.210198","Gprc6a"
"ENSMFAG00000039084","ENSMFAG00000039084","ENSMUSG00000040723",226594,"ENSMFAG00000039084.226594","Rcsd1"
"ENSMFAG00000037749","ENSMFAG00000037749","ENSMUSG00000050410",106795,"ENSMFAG00000037749.106795","Tcf19"
"ENSMFAG00000040533","ENSMFAG00000040533","ENSMUSG00000000732",50723,"ENSMFAG00000040533.50723","Icosl"
"ENSMFAG00000036833","ENSMFAG00000036833","ENSMUSG00000028282",26885,"ENSMFAG00000036833.26885","Casp8ap2"
"ENSMFAG00000017081","ENSMFAG00000017081","ENSMUSG00000028256",52184,"ENSMFAG00000017081.52184","Odf2l"
"ENSMFAG00000000913","ENSMFAG00000000913","ENSMUSG00000019900",320995,"ENSMFAG00000000913.320995","Rfx6"
"ENSMFAG00000038906","ENSMFAG00000038906","ENSMUSG00000024027",14652,"ENSMFAG00000038906.14652","Glp1r"
"ENSMFAG00000002361","ENSMFAG00000002361","ENSMUSG00000039518",386463,"ENSMFAG00000002361.386463","Cdsn"
"ENSMFAG00000041301","ENSMFAG00000041301","ENSMUSG00000022698",72117,"ENSMFAG00000041301.72117","Naa50"
"ENSMFAG00000032861","ENSMFAG00000032861","ENSMUSG00000039269",69542,"ENSMFAG00000032861.69542","2300002M23Rik"
"ENSMFAG00000002045","ENSMFAG00000002045","ENSMUSG00000022772",320213,"ENSMFAG00000002045.320213","Senp5"
"ENSMFAG00000039023","ENSMFAG00000039023","ENSMUSG00000049641",215031,"ENSMFAG00000039023.215031","Vgll2"
"ENSMFAG00000043390","ENSMFAG00000043390","ENSMUSG00000009281",71660,"ENSMFAG00000043390.71660","Rarres2"
"ENSMFAG00000037750","ENSMFAG00000037750","ENSMUSG00000066735",69568,"ENSMFAG00000037750.69568","Vkorc1l1"
"ENSMFAG00000021914","ENSMFAG00000021914","ENSMUSG00000084690",115487265,"ENSMFAG00000021914.115487265","Gm24896"
"ENSMFAG00000001109","ENSMFAG00000001109","ENSMUSG00000022774",68092,"ENSMFAG00000001109.68092","Ncbp2"
"ENSMFAG00000040342","ENSMFAG00000040342","ENSMUSG00000025787",331046,"ENSMFAG00000040342.331046","Tgm4"
"ENSMFAG00000001072","ENSMFAG00000001072","ENSMUSG00000019893",19886,"ENSMFAG00000001072.19886","Ros1"
"ENSMFAG00000034474","ENSMFAG00000034474","ENSMUSG00000038486",64051,"ENSMFAG00000034474.64051","Sv2a"
"ENSMFAG00000046334","ENSMFAG00000046334","ENSMUSG00000053329",28295,"ENSMFAG00000046334.28295","Gatd3a"
"ENSMFAG00000032462","ENSMFAG00000032462","ENSMUSG00000068284",207806,"ENSMFAG00000032462.207806","Usf3"
"ENSMFAG00000036057","ENSMFAG00000036057","ENSMUSG00000073408",268949,"ENSMFAG00000036057.268949","Mucl3"
"ENSMFAG00000032699","ENSMFAG00000032699","ENSMUSG00000026567",271639,"ENSMFAG00000032699.271639","Adcy10"
"ENSMFAG00000042272","ENSMFAG00000042272","ENSMUSG00000029761",109624,"ENSMFAG00000042272.109624","Cald1"
"ENSMFAG00000041256","ENSMFAG00000041256","ENSMUSG00000019814",353258,"ENSMFAG00000041256.353258","Ltv1"
"ENSMFAG00000036518","ENSMFAG00000036518","ENSMUSG00000024220",224656,"ENSMFAG00000036518.224656","Zfp523"
"ENSMFAG00000041968","ENSMFAG00000041968","ENSMUSG00000058006",100019,"ENSMFAG00000041968.100019","Mdn1"
"ENSMFAG00000005216","ENSMFAG00000005216","ENSMUSG00000068855",319176,"ENSMFAG00000005216.319176","H2ac20"
"ENSMFAG00000045789","ENSMFAG00000045789","ENSMUSG00000025786",69035,"ENSMFAG00000045789.69035","Zdhhc3"
"ENSMFAG00000038521","ENSMFAG00000038521","ENSMUSG00000022780",30060,"ENSMFAG00000038521.30060","Meltf"
"ENSMFAG00000041604","ENSMFAG00000041604","ENSMUSG00000079722",100216474,"ENSMFAG00000041604.100216474","Ttll2"
"ENSMFAG00000003825","ENSMFAG00000003825","ENSMUSG00000019815",75122,"ENSMFAG00000003825.75122","Zc2hc1b"
"ENSMFAG00000031280","ENSMFAG00000031280","ENSMUSG00000022696",320007,"ENSMFAG00000031280.320007","Sidt1"
"ENSMFAG00000001461","ENSMFAG00000001461","ENSMUSG00000074182",229937,"ENSMFAG00000001461.229937","Znhit6"
"ENSMFAG00000042367","ENSMFAG00000042367","ENSMUSG00000038838",68915,"ENSMFAG00000042367.68915","Vars2"
"ENSMFAG00000000180","ENSMFAG00000000180","ENSMUSG00000028195",16007,"ENSMFAG00000000180.16007","Ccn1"
"ENSMFAG00000041193","ENSMFAG00000041193","ENSMUSG00000019817",22634,"ENSMFAG00000041193.22634","Plagl1"
"ENSMFAG00000044448","ENSMFAG00000044448","ENSMUSG00000032834",110816,"ENSMFAG00000044448.110816","Pwp2"
"ENSMFAG00000029365","ENSMFAG00000029365","ENSMUSG00000038836",76223,"ENSMFAG00000029365.76223","Agbl3"
"ENSMFAG00000040542","ENSMFAG00000040542","ENSMUSG00000019777",15182,"ENSMFAG00000040542.15182","Hdac2"
"ENSMFAG00000037521","ENSMFAG00000037521","ENSMUSG00000028194",69219,"ENSMFAG00000037521.69219","Ddah1"
"ENSMFAG00000038326","ENSMFAG00000038326","ENSMUSG00000025785",66446,"ENSMFAG00000038326.66446","Exosc7"
"ENSMFAG00000035788","ENSMFAG00000035788","ENSMUSG00000069729",239985,"ENSMFAG00000035788.239985","Arid1b"
"ENSMFAG00000033065","ENSMFAG00000033065","ENSMUSG00000019891",66686,"ENSMFAG00000033065.66686","Dcbld1"
"ENSMFAG00000043317","ENSMFAG00000043317","ENSMUSG00000026571",74106,"ENSMFAG00000043317.74106","Dcaf6"
"ENSMFAG00000036856","ENSMFAG00000036856","ENSMUSG00000025784",21922,"ENSMFAG00000036856.21922","Clec3b"
"ENSMFAG00000009017","ENSMFAG00000009017","ENSMUSG00000039232",74732,"ENSMFAG00000009017.74732","Stx11"
"ENSMFAG00000001064","ENSMFAG00000001064","ENSMUSG00000015947",14129,"ENSMFAG00000001064.14129","Fcgr1"
"ENSMFAG00000003713","ENSMFAG00000003713","ENSMUSG00000046806",78412,"ENSMFAG00000003713.78412","Cyren"
"ENSMFAG00000044280","ENSMFAG00000044280","ENSMUSG00000035498",109332,"ENSMFAG00000044280.109332","Cdcp1"
"ENSMFAG00000040544","ENSMFAG00000040544","ENSMUSG00000028191",12042,"ENSMFAG00000040544.12042","Bcl10"
"ENSMFAG00000036549","ENSMFAG00000036549","ENSMUSG00000033826",13417,"ENSMFAG00000036549.13417","Dnah8"
"ENSMFAG00000022244","ENSMFAG00000022244","ENSMUSG00000001524",14885,"ENSMFAG00000022244.14885","Gtf2h4"
"ENSMFAG00000017613","ENSMFAG00000017613","ENSMUSG00000071522",18341,"ENSMFAG00000017613.18341","Or2w1"
"ENSMFAG00000034278","ENSMFAG00000034278","ENSMUSG00000040183",140577,"ENSMFAG00000034278.140577","Ankrd6"
"ENSMFAG00000035997","ENSMFAG00000035997","ENSMUSG00000038677",268935,"ENSMFAG00000035997.268935","Scube3"
"ENSMFAG00000029407","ENSMFAG00000029407","ENSMUSG00000043065",212514,"ENSMFAG00000029407.212514","Spice1"
"ENSMFAG00000001689","ENSMFAG00000001689","ENSMUSG00000036863",214804,"ENSMFAG00000001689.214804","Syde2"
"ENSMFAG00000041704","ENSMFAG00000041704","ENSMUSG00000000374",216131,"ENSMFAG00000041704.216131","Trappc10"
"ENSMFAG00000032714","ENSMFAG00000032714","ENSMUSG00000019861",94221,"ENSMFAG00000032714.94221","Gopc"
"ENSMFAG00000003112","ENSMFAG00000003112","ENSMUSG00000058486",101240,"ENSMFAG00000003112.101240","Wdr91"
"ENSMFAG00000007665","ENSMFAG00000007665","ENSMUSG00000043020",242253,"ENSMFAG00000007665.242253","Dnai3"
"ENSMFAG00000003225","ENSMFAG00000003225","ENSMUSG00000035202",102436,"ENSMFAG00000003225.102436","Lars2"
"ENSMFAG00000033051","ENSMFAG00000033051","ENSMUSG00000003534",12305,"ENSMFAG00000033051.12305","Ddr1"
"ENSMFAG00000046294","ENSMFAG00000046294","ENSMUSG00000026568",70456,"ENSMFAG00000046294.70456","Mpc2"
"ENSMFAG00000034098","ENSMFAG00000034098","ENSMUSG00000021326",19720,"ENSMFAG00000034098.19720","Trim27"
"ENSMFAG00000033914","ENSMFAG00000033914","ENSMUSG00000019820",22288,"ENSMFAG00000033914.22288","Utrn"
"ENSMFAG00000033023","ENSMFAG00000033023","ENSMUSG00000071550",212517,"ENSMFAG00000033023.212517","Cfap44"
"ENSMFAG00000000665","ENSMFAG00000000665","ENSMUSG00000019779",14302,"ENSMFAG00000000665.14302","Frk"
"ENSMFAG00000031256","ENSMFAG00000031256","ENSMUSG00000029848",20899,"ENSMFAG00000031256.20899","Stra8"
"ENSMFAG00000037639","ENSMFAG00000037639","ENSMUSG00000040836",240888,"ENSMFAG00000037639.240888","Gpr161"
"ENSMFAG00000033413","ENSMFAG00000033413","ENSMUSG00000036853",171166,"ENSMFAG00000033413.171166","Mcoln3"
"ENSMFAG00000043289","ENSMFAG00000043289","ENSMUSG00000038602",215085,"ENSMFAG00000043289.215085","Slc35f1"
"ENSMFAG00000045200","ENSMFAG00000045200","ENSMUSG00000034173",71970,"ENSMFAG00000045200.71970","Zbed5"
"ENSMFAG00000030180","ENSMFAG00000030180","ENSMUSG00000025239",29806,"ENSMFAG00000030180.29806","Limd1"
"ENSMFAG00000045557","ENSMFAG00000045557","ENSMUSG00000040843",226591,"ENSMFAG00000045557.226591","Tiprl"
"ENSMFAG00000038038","ENSMFAG00000038038","ENSMUSG00000039480",319638,"ENSMFAG00000038038.319638","Nt5dc1"
"ENSMFAG00000035656","ENSMFAG00000035656","ENSMUSG00000003541",15937,"ENSMFAG00000035656.15937","Ier3"
"ENSMFAG00000046349","ENSMFAG00000046349","ENSMUSG00000038784",53621,"ENSMFAG00000046349.53621","Cnot4"
"ENSMFAG00000031000","ENSMFAG00000031000","ENSMUSG00000022687",117606,"ENSMFAG00000031000.117606","Boc"
"ENSMFAG00000002025","ENSMFAG00000002025","ENSMUSG00000059714",14251,"ENSMFAG00000002025.14251","Flot1"
"ENSMFAG00000002596","ENSMFAG00000002596","ENSMUSG00000004341",75512,"ENSMFAG00000002596.75512","Gpx6"
"ENSMFAG00000031312","ENSMFAG00000031312","ENSMUSG00000011008",68279,"ENSMFAG00000031312.68279","Mcoln2"
"ENSMFAG00000003878","ENSMFAG00000003878","ENSMUSG00000062859",21463,"ENSMFAG00000003878.21463","Tcp11"
"ENSMFAG00000038069","ENSMFAG00000038069","ENSMUSG00000026572",83993,"ENSMFAG00000038069.83993","Tbx19"
"ENSMFAG00000033911","ENSMFAG00000033911","ENSMUSG00000025240",83493,"ENSMFAG00000033911.83493","Sacm1l"
"ENSMFAG00000000904","ENSMFAG00000000904","ENSMUSG00000038594",100038725,"ENSMFAG00000000904.100038725","Cep85l"
"ENSMFAG00000005936","ENSMFAG00000005936","ENSMUSG00000088964",115487505,"ENSMFAG00000005936.115487505","Gm22087"
"ENSMFAG00000040522","ENSMFAG00000040522","ENSMUSG00000015305",70097,"ENSMFAG00000040522.70097","Sash1"
"ENSMFAG00000038149","ENSMFAG00000038149","ENSMUSG00000028278",52187,"ENSMFAG00000038149.52187","Rragd"
"ENSMFAG00000046122","ENSMFAG00000046122","ENSMUSG00000036721",22758,"ENSMFAG00000046122.22758","Zscan12"
"ENSMFAG00000038099","ENSMFAG00000038099","ENSMUSG00000036832",65086,"ENSMFAG00000038099.65086","Lpar3"
"ENSMFAG00000041727","ENSMFAG00000041727","ENSMUSG00000034265",224454,"ENSMFAG00000041727.224454","Zdhhc14"
"ENSMFAG00000046333","ENSMFAG00000046333","ENSMUSG00000028277",56228,"ENSMFAG00000046333.56228","Ube2j1"
"ENSMFAG00000036072","ENSMFAG00000036072","ENSMUSG00000036825",99167,"ENSMFAG00000036072.99167","Ssx2ip"
"ENSMFAG00000037733","ENSMFAG00000037733","ENSMUSG00000038759",70699,"ENSMFAG00000037733.70699","Nup205"
"ENSMFAG00000029546","ENSMFAG00000029546","ENSMUSG00000045613",243764,"ENSMFAG00000029546.243764","Chrm2"
"ENSMFAG00000043668","ENSMFAG00000043668","ENSMUSG00000028189",74245,"ENSMFAG00000043668.74245","Ctbs"
"ENSMFAG00000002788","ENSMFAG00000002788","ENSMUSG00000058298",71567,"ENSMFAG00000002788.71567","Mcm9"
"ENSMFAG00000045099","ENSMFAG00000045099","ENSMUSG00000029838",19242,"ENSMFAG00000045099.19242","Ptn"
"ENSMFAG00000042848","ENSMFAG00000042848","ENSMUSG00000022770",13383,"ENSMFAG00000042848.13383","Dlg1"
"ENSMFAG00000043423","ENSMFAG00000043423","ENSMUSG00000023267",14409,"ENSMFAG00000043423.14409","Gabrr2"
"ENSMFAG00000003052","ENSMFAG00000003052","ENSMUSG00000024219",224650,"ENSMFAG00000003052.224650","Anks1"
"ENSMFAG00000045745","ENSMFAG00000045745","ENSMUSG00000022668",66067,"ENSMFAG00000045745.66067","Gtpbp8"
"ENSMFAG00000038889","ENSMFAG00000038889","ENSMUSG00000028188",70951,"ENSMFAG00000038889.70951","Spata1"
"ENSMFAG00000003826","ENSMFAG00000003826","ENSMUSG00000025245",93730,"ENSMFAG00000003826.93730","Lztfl1"
"ENSMFAG00000045128","ENSMFAG00000045128","ENSMUSG00000026574",56429,"ENSMFAG00000045128.56429","Dpt"
"ENSMFAG00000042494","ENSMFAG00000042494","ENSMUSG00000055313",319207,"ENSMFAG00000042494.319207","Pgbd1"
"ENSMFAG00000003202","ENSMFAG00000003202","ENSMUSG00000061032",18114,"ENSMFAG00000003202.18114","Rrp1"
"ENSMFAG00000034367","ENSMFAG00000034367","ENSMUSG00000061607",240087,"ENSMFAG00000034367.240087","Mdc1"
"ENSMFAG00000039661","ENSMFAG00000039661","ENSMUSG00000026576",11931,"ENSMFAG00000039661.11931","Atp1b1"
"ENSMFAG00000003788","ENSMFAG00000003788","ENSMUSG00000028187",70285,"ENSMFAG00000003788.70285","Rpf1"
"ENSMFAG00000036448","ENSMFAG00000036448","ENSMUSG00000047712",338362,"ENSMFAG00000036448.338362","Ust"
"ENSMFAG00000036869","ENSMFAG00000036869","ENSMUSG00000002365",66616,"ENSMFAG00000036869.66616","Snx9"
"ENSMFAG00000045743","ENSMFAG00000045743","ENSMUSG00000022228",432731,"ENSMFAG00000045743.432731","Zscan26"
"ENSMFAG00000035748","ENSMFAG00000035748","ENSMUSG00000019857",66403,"ENSMFAG00000035748.66403","Asf1a"
"ENSMFAG00000030904","ENSMFAG00000030904","ENSMUSG00000029700",55961,"ENSMFAG00000030904.55961","Slc13a1"
"ENSMFAG00000000372","ENSMFAG00000000372","ENSMUSG00000036208",212547,"ENSMFAG00000000372.212547","Nepro"
"ENSMFAG00000036598","ENSMFAG00000036598","ENSMUSG00000025241",17281,"ENSMFAG00000036598.17281","Fyco1"
"ENSMFAG00000039951","ENSMFAG00000039951","ENSMUSG00000028185",56629,"ENSMFAG00000039951.56629","Dnase2b"
"ENSMFAG00000037358","ENSMFAG00000037358","ENSMUSG00000026575",171567,"ENSMFAG00000037358.171567","Nme7"
"ENSMFAG00000042137","ENSMFAG00000042137","ENSMUSG00000025279",13421,"ENSMFAG00000042137.13421","Dnase1l3"
"ENSMFAG00000042485","ENSMFAG00000042485","ENSMUSG00000032788",216134,"ENSMFAG00000042485.216134","Pdxk"
"ENSMFAG00000000951","ENSMFAG00000000951","ENSMUSG00000029843",243755,"ENSMFAG00000000951.243755","Slc13a4"
"ENSMFAG00000036867","ENSMFAG00000036867","ENSMUSG00000015755",68652,"ENSMFAG00000036867.68652","Tab2"
"ENSMFAG00000000740","ENSMFAG00000000740","ENSMUSG00000028186",22262,"ENSMFAG00000000740.22262","Uox"
"ENSMFAG00000046082","ENSMFAG00000046082","ENSMUSG00000024026",109801,"ENSMFAG00000046082.109801","Glo1"
"ENSMFAG00000022753","ENSMFAG00000022753","ENSMUSG00000025277",66082,"ENSMFAG00000022753.66082","Abhd6"
"ENSMFAG00000036673","ENSMFAG00000036673","ENSMUSG00000055493",13853,"ENSMFAG00000036673.13853","Epm2a"
"ENSMFAG00000034693","ENSMFAG00000034693","ENSMUSG00000039981",237256,"ENSMFAG00000034693.237256","Zc3h12d"
"ENSMFAG00000046306","ENSMFAG00000046306","ENSMUSG00000040128",108767,"ENSMFAG00000046306.108767","Pnrc1"
"ENSMFAG00000038536","ENSMFAG00000038536","ENSMUSG00000046192",214704,"ENSMFAG00000038536.214704","Iqub"
"ENSMFAG00000033715","ENSMFAG00000033715","ENSMUSG00000019856",75906,"ENSMFAG00000033715.75906","Fam184a"
"ENSMFAG00000042511","ENSMFAG00000042511","ENSMUSG00000029840",14489,"ENSMFAG00000042511.14489","Mtpn"
